City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor
Beirut,102.15,33.19,6.45,7687.77,0,10.28,5.89,1192.67
Beirut,224.95,102.04,19.81,24494.6,2,15.42,18.61,1236.17
Beirut,231.06,101.19,19.63,24338.33,2,12.27,16.83,1239.84
Beirut,396.58,81.33,15.78,19578.13,2,16.77,27.8,1240.84
Beirut,266.58,108.47,21.06,27466.98,2,8.57,15.55,1304.0
Beirut,407.15,128.89,25.0,31468.31,2,19.06,22.59,1258.5
Beirut,252.81,65.57,12.72,15579.71,2,19.48,23.6,1224.73
Beirut,151.17,25.34,4.92,5563.28,2,10.89,21.7,1131.48
Beirut,217.79,55.35,10.74,13155.67,2,15.87,18.33,1225.15
Beirut,127.01,28.55,5.54,6664.5,2,16.32,10.87,1203.41
Beirut,143.05,64.31,12.48,15148.28,2,13.05,7.88,1214.15
Beirut,105.48,18.22,3.54,4458.73,2,18.0,5.43,1261.1
Beirut,182.51,77.42,15.0,17453.36,2,17.72,9.81,1163.22
Beirut,95.91,24.91,4.83,5348.93,2,10.17,20.67,1106.89
Beirut,387.59,75.72,14.68,18112.67,2,19.92,17.51,1234.22
Beirut,170.66,63.86,12.39,14095.97,2,16.7,30.3,1137.85
Beirut,268.05,58.87,11.43,14197.77,2,17.76,15.76,1241.88
Beirut,102.27,60.04,11.65,15187.83,2,4.73,5.52,1304.0
Beirut,41.49,22.21,4.31,5617.68,2,6.08,7.02,1304.0
Beirut,130.62,59.57,11.56,15069.24,2,8.46,7.97,1304.0
Beirut,124.32,15.97,3.1,3929.44,2,10.43,12.14,1268.61
Beirut,131.41,10.64,2.07,2424.12,2,12.87,35.19,1173.9
Beirut,193.47,25.16,4.88,6139.56,2,18.12,19.81,1257.6
Beirut,38.41,5.09,0.99,1240.5,2,17.36,21.97,1257.43
Beirut,75.11,20.49,3.97,4924.23,2,16.18,33.91,1239.0
Beirut,12.5,4.16,0.81,908.51,2,16.59,2.57,1126.8
Beirut,30.87,0.0,0.0,0.0,2,19.75,24.81,
Beirut,50.47,12.54,2.43,3069.86,2,17.24,20.0,1262.2
Beirut,64.38,35.33,6.85,8443.62,2,14.95,25.38,1232.0
Beirut,257.88,87.25,16.93,19392.33,2,17.6,33.78,1145.73
Beirut,342.48,87.94,17.06,21669.56,2,17.05,22.93,1270.15
Beirut,448.59,100.0,19.4,25007.81,0,15.07,21.87,1289.0
Beirut,234.74,41.59,8.07,10096.03,2,15.45,24.29,1251.36
Beirut,383.97,144.71,28.07,31072.35,2,18.85,21.42,1106.83
Beirut,79.83,24.79,4.81,5758.59,2,11.73,4.1,1197.56
Beirut,50.72,8.32,1.61,1881.38,2,17.06,3.02,1165.0
Beirut,259.56,53.93,10.46,11813.45,2,19.38,22.61,1129.12
Beirut,211.4,13.02,2.53,3202.48,0,16.95,19.71,1268.05
Beirut,136.34,22.3,4.32,5318.18,2,16.57,0.26,1230.78
Beirut,310.65,109.71,21.26,27726.35,0,9.65,9.68,1304.0
Beirut,217.79,38.89,7.54,9383.64,2,15.12,20.24,1243.8
Beirut,77.22,14.75,2.86,3544.46,2,16.16,24.62,1239.0
Beirut,116.76,40.45,7.85,10233.49,2,5.48,10.6,1304.0
Beirut,64.51,9.96,1.93,2319.59,2,11.49,11.12,1200.08
Beirut,289.65,72.04,13.98,17708.46,2,16.52,16.74,1267.15
Beirut,248.49,79.84,15.49,18301.84,2,17.35,7.91,1181.54
Beirut,201.32,78.16,15.16,17382.93,2,14.87,14.09,1146.36
Beirut,58.89,15.98,3.1,3424.93,2,19.99,17.95,1105.0
Beirut,367.12,72.9,14.14,16848.17,2,16.7,14.08,1191.38
Beirut,179.08,28.16,5.47,6791.87,2,16.72,18.12,1241.86
Beirut,86.74,17.83,3.46,4020.63,2,18.02,24.95,1162.2
Beirut,205.72,23.49,4.56,5722.27,2,19.86,16.87,1255.92
Beirut,224.89,40.84,7.92,9110.89,2,17.67,8.32,1149.83
Beirut,96.29,43.88,8.5,9755.32,2,13.59,34.32,1147.19
Beirut,231.85,96.88,18.79,20795.32,2,19.78,16.05,1106.45
Beirut,61.55,9.83,1.91,2110.65,2,13.35,30.45,1106.32
Beirut,299.88,59.69,11.58,14333.86,2,18.52,11.42,1237.9
Beirut,134.48,64.34,12.46,16244.07,2,7.31,5.07,1304.0
Beirut,178.36,49.15,9.53,11242.13,2,19.87,24.95,1179.1
Beirut,48.69,5.06,0.98,1173.25,2,10.68,38.12,1194.6
Beirut,94.85,28.97,5.62,7022.22,2,17.03,7.02,1249.57
Beirut,40.75,0.0,0.0,0.0,2,18.0,43.63,
Beirut,114.31,8.93,1.73,2201.39,2,17.7,15.71,1270.55
Beirut,52.88,5.37,1.04,1155.12,2,14.38,3.62,1108.0
Beirut,12.65,0.0,0.0,0.0,2,15.54,5.74,
Beirut,230.62,79.55,15.43,19348.92,2,16.6,13.65,1253.69
Beirut,191.75,68.3,13.24,14918.83,2,18.38,22.53,1126.98
Beirut,91.62,3.18,0.62,799.04,2,24.9,16.52,1294.0
Beirut,180.33,15.64,3.03,3535.32,2,13.01,14.72,1165.0
Beirut,143.77,25.07,4.86,6262.43,2,15.14,32.73,1287.68
Beirut,15.68,3.84,0.75,972.36,0,2.49,41.64,1304.0
Beirut,68.4,25.82,5.01,5974.6,2,17.03,24.89,1192.56
Beirut,253.55,54.1,10.5,12782.05,0,19.69,33.31,1217.89
Beirut,121.99,27.0,5.23,6350.37,2,19.5,28.26,1213.61
Beirut,298.05,92.88,18.02,22877.81,0,18.27,13.72,1269.63
Beirut,92.61,14.19,2.75,3590.08,2,7.84,28.56,1304.0
Beirut,130.52,30.64,5.95,6974.89,2,13.31,33.3,1172.4
Beirut,1169.71,372.06,72.18,89474.32,0,18.51,31.34,1239.6
Beirut,24.1,0.0,0.0,0.0,2,15.42,27.67,
Beirut,56.33,5.11,0.99,1097.04,2,17.47,30.91,1106.36
Beirut,203.9,101.91,19.77,22194.21,2,15.45,33.53,1122.61
Beirut,43.26,17.75,3.44,3887.57,2,10.05,26.74,1129.14
Beirut,90.14,15.09,2.93,3524.25,2,10.74,25.25,1203.81
Beirut,1064.7,574.2,111.28,145113.98,0,9.34,17.38,1304.0
Beirut,99.08,6.01,1.17,1349.02,2,12.39,26.83,1157.53
Beirut,26.8,9.59,1.86,2398.83,3,15.88,2.31,1289.0
Beirut,25.06,0.0,0.0,0.0,3,21.33,1.86,
Beirut,135.1,70.68,13.71,15168.41,2,16.61,33.55,1106.26
Beirut,35.3,14.0,2.72,3446.33,3,17.73,1.26,1268.65
Beirut,36.26,10.28,1.99,2402.33,3,17.49,1.68,1204.25
Beirut,258.5,93.2,18.08,21728.3,0,16.8,24.57,1201.7
Beirut,17.45,6.73,1.31,1679.26,3,14.64,1.27,1286.0
Beirut,333.67,70.77,13.73,16849.76,2,19.44,15.23,1227.29
Beirut,143.34,86.86,16.85,21974.53,3,4.86,0.0,1304.0
Beirut,142.95,5.72,1.11,1417.25,2,19.69,25.45,1275.49
Beirut,197.73,70.2,13.62,15070.92,3,16.26,5.88,1106.65
Beirut,312.15,74.4,14.43,17883.93,2,19.59,26.11,1239.0
Beirut,154.85,55.34,10.74,12396.66,3,12.12,6.21,1154.64
Beirut,63.23,17.22,3.34,3702.02,2,17.65,27.65,1108.0
Beirut,69.03,31.11,6.03,6674.8,2,16.0,31.21,1106.11
Beirut,126.8,54.52,10.59,13806.06,3,6.18,9.35,1304.0
Beirut,29.68,4.66,0.9,1154.44,2,16.13,28.89,1276.89
Beirut,179.84,15.79,3.06,3687.81,0,15.15,23.19,1203.78
Beirut,137.66,20.43,3.96,4927.72,2,19.11,25.93,1243.06
Beirut,65.53,32.85,6.37,8311.2,2,7.33,14.07,1304.0
Beirut,105.92,2.61,0.51,626.82,0,14.26,23.17,1239.0
Beirut,91.53,48.66,9.45,11653.68,0,16.03,11.01,1233.39
Beirut,26.14,5.89,1.14,1488.52,2,8.78,13.01,1304.0
Beirut,100.98,28.38,5.51,6083.87,2,16.73,25.95,1105.0
Beirut,8.66,2.0,0.39,464.76,2,10.12,9.87,1195.5
Beirut,247.54,41.71,8.09,9810.22,0,12.1,21.33,1212.36
Beirut,11.24,0.0,0.0,0.0,2,16.59,9.94,
Beirut,31.39,14.66,2.84,3708.85,2,4.94,8.89,1304.0
Beirut,11.68,3.06,0.59,774.11,2,3.3,9.34,1304.0
Beirut,134.88,48.82,9.47,10464.96,2,18.99,19.03,1105.0
Beirut,13.71,3.05,0.59,665.46,2,13.82,2.24,1126.2
Beirut,15.53,2.78,0.54,702.39,2,5.54,6.19,1304.0
Beirut,311.66,60.21,11.68,14827.74,2,18.41,42.37,1269.35
Beirut,118.64,25.74,5.0,6026.32,2,15.31,25.82,1204.49
Beirut,43.11,15.33,2.97,3648.73,2,15.76,7.58,1226.83
Beirut,109.0,27.36,5.31,6092.68,0,19.79,15.42,1147.81
Beirut,159.68,27.78,5.39,6946.05,2,18.85,28.48,1289.0
Beirut,218.27,34.56,6.7,8445.49,0,16.45,31.57,1259.75
Beirut,36.7,3.19,0.62,806.03,2,9.52,28.53,1304.0
Beirut,40.43,0.0,0.0,0.0,2,19.56,20.33,
Beirut,15.38,2.55,0.49,613.1,2,16.3,23.0,1239.0
Beirut,10.06,3.01,0.58,762.69,2,0.0,17.62,1304.0
Beirut,17.44,3.27,0.63,770.61,2,19.7,16.67,1214.36
Beirut,127.25,38.81,7.52,9045.83,2,16.05,28.75,1202.59
Beirut,65.66,0.0,0.0,0.0,2,17.64,21.3,
Beirut,257.24,74.14,14.38,18519.3,2,17.24,21.44,1287.55
Beirut,245.64,56.41,10.93,13931.34,2,15.32,17.34,1274.25
Beirut,63.89,13.47,2.61,3361.71,2,19.54,13.1,1286.0
Beirut,39.13,10.66,2.07,2409.18,2,17.28,19.18,1163.6
Beirut,29.15,13.87,2.69,3116.66,2,16.5,21.67,1158.0
Beirut,124.55,28.63,5.55,6153.71,2,17.43,22.81,1108.0
Beirut,143.08,48.73,9.45,10746.94,2,14.36,27.57,1136.69
Beirut,90.0,30.62,5.93,7179.38,2,17.35,29.91,1209.73
Beirut,54.36,26.4,5.12,6156.53,2,12.71,20.99,1201.88
Beirut,69.34,32.35,6.28,6934.52,2,17.94,24.66,1105.0
Beirut,83.52,38.62,7.49,9761.08,2,3.87,3.6,1304.0
Beirut,121.72,68.56,13.3,17343.67,2,3.6,12.39,1304.0
Beirut,153.02,36.13,7.01,8866.74,2,18.96,18.0,1264.95
Beirut,118.72,25.33,4.91,5557.6,2,19.58,10.08,1131.02
Beirut,39.5,3.0,0.58,749.43,2,15.58,9.48,1287.69
Beirut,50.76,14.09,2.73,3254.42,2,12.98,5.73,1190.86
Beirut,151.13,33.83,6.56,8137.53,0,17.76,6.19,1239.74
Beirut,147.47,68.57,13.3,16607.23,2,15.3,11.62,1248.33
Beirut,101.36,0.0,0.0,0.0,2,14.61,21.13,
Beirut,122.55,40.72,7.9,10302.02,2,7.8,10.05,1304.0
Beirut,155.65,29.92,5.81,6738.18,0,15.96,18.48,1160.75
Beirut,66.98,8.94,1.73,2262.08,2,6.57,8.92,1304.0
Beirut,226.19,101.16,19.63,25592.27,2,4.96,8.25,1304.0
Beirut,20.19,6.06,1.17,1455.7,2,14.18,10.3,1239.0
Beirut,30.11,0.0,0.0,0.0,2,18.32,10.22,
Beirut,809.18,248.35,48.18,57038.51,0,17.55,27.67,1183.89
Beirut,72.84,9.33,1.81,2107.79,2,19.89,15.31,1165.0
Beirut,11.83,0.0,0.0,0.0,0,22.63,16.99,
Beirut,50.63,22.78,4.42,5242.3,2,12.09,17.51,1184.93
Beirut,225.41,72.33,14.03,16357.28,2,19.37,27.26,1165.72
Beirut,269.56,34.64,6.72,8448.12,2,17.39,31.07,1257.2
Beirut,172.89,88.83,17.23,22189.33,2,14.64,14.92,1287.56
Beirut,19.14,7.72,1.5,1927.01,2,18.06,17.31,1286.0
Beirut,22.55,2.84,0.55,630.52,0,16.69,18.95,1143.63
Beirut,22.76,3.34,0.65,748.87,0,16.49,15.67,1154.5
Beirut,58.48,13.19,2.56,3220.76,0,18.44,28.16,1259.0
Beirut,235.27,89.7,17.4,19228.86,2,13.37,36.43,1105.0
Beirut,472.17,40.75,7.91,8375.98,2,21.99,6.59,1058.44
Beirut,128.81,34.38,6.67,8044.53,2,16.52,22.27,1206.04
Beirut,66.84,22.74,4.41,5416.25,0,13.58,15.86,1229.16
Beirut,90.02,20.32,3.94,4621.88,2,14.21,28.07,1172.21
Beirut,108.42,9.48,1.84,2299.62,0,17.51,15.28,1250.43
Beirut,303.39,117.34,22.76,26490.46,2,18.64,30.85,1163.72
Beirut,110.99,5.41,1.05,1299.86,2,16.58,40.33,1239.0
Beirut,22.81,7.3,1.42,1847.55,2,1.03,0.7,1304.0
Beirut,76.92,43.99,8.53,9899.92,0,18.35,4.57,1159.96
Beirut,28.89,7.94,1.54,1982.04,2,12.21,0.92,1286.0
Beirut,397.14,20.95,4.07,5016.23,2,13.03,34.67,1233.15
Beirut,100.06,37.9,7.35,8351.97,2,19.77,12.4,1135.93
Beirut,172.95,100.92,19.58,25530.5,2,4.73,0.0,1304.0
Beirut,21.22,9.43,1.83,2075.71,2,13.25,3.13,1134.47
Beirut,34.17,8.71,1.69,2122.82,2,10.8,19.12,1255.65
Beirut,15.98,0.0,0.0,0.0,2,14.52,27.58,
Beirut,994.07,453.77,88.03,105698.64,0,15.23,23.95,1200.69
Beirut,678.81,156.22,30.31,37783.54,0,18.09,20.01,1246.75
Beirut,155.35,46.27,8.98,11410.81,2,18.33,26.5,1271.15
Beirut,60.06,0.0,0.0,0.0,0,12.39,22.19,
Beirut,85.03,20.45,3.97,4904.23,0,19.9,24.74,1234.98
Beirut,145.95,77.12,14.96,19509.44,2,7.87,0.0,1304.0
Beirut,30.39,1.56,0.3,389.13,2,16.48,27.59,1287.84
Beirut,103.42,40.3,7.82,10054.1,2,18.19,12.3,1286.0
Beirut,33.32,3.83,0.74,919.58,2,16.08,13.32,1239.0
Beirut,42.71,3.16,0.61,726.34,2,10.26,22.4,1185.73
Beirut,159.16,20.91,4.06,5145.43,2,18.07,17.69,1268.6
Beirut,49.74,15.78,3.06,3793.18,0,18.24,22.05,1239.0
Beirut,14.06,0.0,0.0,0.0,2,23.65,13.11,
Beirut,76.42,23.03,4.47,5744.92,2,10.92,24.8,1286.0
Beirut,39.77,19.34,3.75,4892.2,2,9.32,15.73,1304.0
Beirut,734.03,111.35,21.6,27270.21,2,11.81,15.26,1262.45
Beirut,255.57,20.72,4.02,5111.55,2,15.38,14.44,1271.65
Beirut,278.0,10.45,2.03,2510.86,2,16.15,42.99,1239.0
Beirut,95.34,24.71,4.79,6044.67,2,19.19,38.29,1260.78
Beirut,419.36,210.11,40.76,45728.24,2,10.67,62.08,1121.85
Beirut,23.65,0.0,0.0,0.0,2,19.79,9.09,
Beirut,22.46,6.3,1.22,1528.92,2,14.28,7.9,1249.98
Beirut,42.09,4.97,0.96,1229.74,2,15.8,8.65,1275.59
Beirut,402.18,61.99,12.04,15286.17,2,19.72,24.56,1269.9
Beirut,94.09,26.89,5.22,6550.14,2,17.49,14.6,1255.81
Beirut,152.19,69.8,13.55,16575.89,2,18.18,16.49,1222.97
Beirut,85.41,29.56,5.73,7476.82,2,3.86,4.01,1304.0
Beirut,193.07,15.69,3.04,3639.08,2,13.03,10.99,1195.64
Beirut,71.75,14.49,2.81,3115.65,2,11.17,7.68,1108.0
Beirut,102.21,25.34,4.92,6040.54,2,16.36,2.6,1228.97
Beirut,180.47,98.06,19.04,23112.99,2,16.0,7.52,1213.79
Beirut,79.32,26.55,5.15,6717.59,2,4.9,8.56,1304.0
Beirut,52.69,9.77,1.9,2250.04,2,15.29,13.62,1187.0
Beirut,70.51,9.48,1.84,2142.63,2,19.01,23.68,1165.0
Beirut,26.35,0.0,0.0,0.0,2,23.82,8.0,
Beirut,315.72,103.46,20.07,24852.15,0,17.72,21.27,1238.17
Beirut,1073.08,367.39,71.27,86116.18,0,12.37,27.65,1208.24
Beirut,492.89,79.32,15.39,18997.56,0,19.41,27.42,1234.56
Beirut,67.75,28.51,5.53,7278.57,1,5.03,0.25,1316.0
Beirut,25.01,1.82,0.35,365.77,2,24.47,20.25,1036.6
Beirut,77.8,2.06,0.4,502.97,0,23.26,21.53,1257.04
Beirut,98.99,27.73,5.38,5952.33,0,16.16,24.38,1106.5
Beirut,58.93,20.32,3.94,4884.4,0,19.32,27.14,1239.0
Beirut,44.76,0.0,0.0,0.0,2,15.53,19.83,
Beirut,114.8,29.28,5.68,7182.76,2,15.39,18.09,1264.66
Beirut,136.94,0.0,0.0,0.0,2,24.2,48.24,
Beirut,58.73,14.96,2.9,3687.2,0,15.71,12.7,1270.25
Beirut,180.25,58.17,11.28,14545.84,2,16.42,17.17,1289.0
Beirut,26.6,4.81,0.93,1202.58,0,24.05,15.43,1289.0
Beirut,166.69,84.65,16.44,21434.79,2,3.56,18.3,1304.0
Beirut,38.18,10.15,1.97,2532.06,2,17.66,20.96,1286.0
Beirut,45.94,10.04,1.95,2539.19,2,9.19,18.01,1304.0
Beirut,23.7,3.1,0.6,760.24,0,18.8,15.23,1264.0
Beirut,17.33,0.0,0.0,0.0,2,20.74,22.03,
Beirut,294.1,51.98,10.08,12719.05,0,17.53,11.43,1261.3
Beirut,191.39,83.43,16.19,20648.54,2,10.69,16.56,1275.72
Beirut,20.05,5.21,1.01,1192.89,2,18.61,10.08,1179.57
Beirut,163.5,55.91,10.85,13291.42,0,14.38,0.42,1225.43
Beirut,33.32,0.0,0.0,0.0,2,21.34,19.48,
Beirut,70.36,14.46,2.81,3611.98,2,17.16,9.04,1287.25
Beirut,83.37,0.0,0.0,0.0,2,16.46,16.29,
Beirut,468.85,247.47,48.06,58211.16,2,11.37,15.29,1211.27
Beirut,22.97,0.0,0.0,0.0,2,12.51,19.09,
Beirut,75.31,31.65,6.13,7998.06,2,9.14,17.29,1304.0
Beirut,397.0,77.86,15.11,18506.21,2,17.14,18.87,1225.15
Beirut,685.14,191.69,37.15,45327.47,2,19.49,37.33,1220.11
Beirut,605.33,129.07,25.04,29569.75,2,16.93,23.02,1180.91
Beirut,517.23,105.98,20.56,24778.05,0,11.09,32.57,1205.11
Beirut,397.41,134.83,26.16,31939.47,2,11.14,37.86,1221.09
Beirut,272.72,111.91,21.71,24700.65,2,14.52,34.45,1137.74
Beirut,401.57,224.91,43.55,52288.43,2,15.56,40.52,1200.79
Beirut,246.72,35.2,6.83,8397.03,2,19.6,32.78,1229.74
Beirut,1481.91,1096.45,212.71,252143.55,0,11.21,16.07,1185.38
Beirut,278.92,66.3,12.88,16346.71,2,16.28,21.02,1269.57
Beirut,69.11,14.87,2.88,3598.81,2,15.42,58.4,1247.81
Beirut,97.45,39.82,7.73,9958.07,2,17.02,1.63,1289.0
Beirut,300.45,109.39,21.22,27326.16,2,18.28,6.66,1287.61
Beirut,38.28,6.15,1.19,1355.02,0,16.78,33.64,1136.5
Beirut,35.26,9.68,1.88,2078.74,2,15.11,17.7,1106.9
Beirut,181.9,29.03,5.63,6898.69,3,18.82,10.44,1225.05
Beirut,159.31,85.52,16.57,21612.62,2,5.47,6.1,1304.0
Beirut,555.84,168.22,32.64,39550.91,0,17.15,40.88,1211.91
Beirut,86.6,20.66,4.01,5225.38,2,9.9,12.03,1304.0
Beirut,74.6,5.42,1.05,1322.69,2,14.9,47.34,1257.22
Beirut,56.63,8.85,1.72,2239.46,0,8.93,10.16,1304.0
Beirut,72.27,35.2,6.82,8450.07,2,18.07,11.23,1238.75
Beirut,262.3,64.75,12.55,15653.49,2,16.6,26.98,1247.44
Beirut,40.17,15.53,3.01,3929.13,2,4.05,2.65,1304.0
Beirut,1992.76,1144.13,221.96,275161.38,3,18.16,12.39,1239.68
Beirut,71.98,20.88,4.05,5216.72,2,17.68,4.18,1287.61
Beirut,66.59,20.02,3.88,4584.92,2,18.11,20.47,1180.58
Beirut,85.0,49.0,9.51,12396.18,2,2.1,2.63,1304.0
Beirut,54.87,27.69,5.37,7004.37,2,6.52,3.18,1304.0
Beirut,70.88,37.74,7.32,8750.06,2,17.53,24.83,1195.0
Beirut,55.88,29.81,5.78,7532.52,2,3.19,3.94,1304.0
Beirut,38.37,7.89,1.53,1693.99,2,18.28,18.64,1106.8
Beirut,17.7,0.0,0.0,0.0,2,17.29,4.99,
Beirut,375.62,198.57,38.52,47745.86,2,17.06,17.63,1239.44
Beirut,269.68,90.06,17.47,21507.55,3,17.45,28.49,1231.0
Beirut,212.87,80.44,15.61,19515.54,2,19.21,34.72,1250.56
Beirut,165.73,19.06,3.7,4700.06,2,10.13,18.68,1271.38
Beirut,109.81,32.82,6.37,8013.37,2,17.91,36.93,1258.5
Beirut,190.24,58.81,11.41,13323.9,2,19.12,45.33,1167.78
Beirut,197.17,28.41,5.51,6105.84,2,12.29,46.71,1108.0
Beirut,61.29,3.17,0.62,793.87,2,14.23,22.66,1289.0
Beirut,523.72,230.61,44.74,51608.55,2,18.31,20.69,1153.56
Beirut,901.27,224.64,43.58,53995.64,2,13.55,38.88,1239.0
Beirut,451.43,97.98,19.01,23993.48,2,17.44,15.63,1262.3
Beirut,857.75,557.79,108.21,141107.97,0,7.7,3.84,1304.0
Beirut,117.81,45.93,8.91,11619.23,2,2.79,27.05,1304.0
Beirut,270.67,96.65,18.77,22153.98,2,16.62,28.08,1180.34
Beirut,133.48,33.92,6.58,8358.78,0,19.45,9.35,1270.15
Beirut,29.53,5.96,1.16,1433.52,2,17.4,15.29,1239.0
Beirut,57.0,30.59,5.93,6557.77,2,13.55,13.69,1105.0
Beirut,203.09,103.65,20.11,23452.08,2,17.07,17.34,1166.31
Beirut,206.74,110.55,21.45,27008.45,2,18.74,19.47,1259.35
Beirut,189.48,81.29,15.77,20304.45,0,18.7,14.54,1287.48
Beirut,50.78,18.59,3.61,4175.65,2,19.95,14.88,1158.0
Beirut,496.25,77.65,15.05,19029.65,2,18.95,34.4,1264.53
Beirut,36.43,11.29,2.19,2497.02,2,13.43,10.91,1140.35
Beirut,57.62,17.62,3.42,4103.13,2,19.29,11.7,1200.57
Beirut,134.15,21.71,4.21,5423.26,2,19.66,9.08,1287.79
Beirut,81.9,15.59,3.02,3746.11,2,16.88,14.91,1239.0
Beirut,45.79,7.84,1.52,1756.58,2,16.39,14.19,1154.09
Beirut,69.07,28.12,5.46,7022.41,2,13.66,10.68,1287.3
Beirut,24.92,5.76,1.12,1456.04,2,1.09,8.41,1304.0
Beirut,37.24,0.0,0.0,0.0,2,8.67,15.12,
Beirut,180.9,55.61,10.79,12983.63,2,16.69,14.8,1203.41
Beirut,28.94,9.96,1.93,2141.71,2,16.36,13.98,1108.0
Beirut,25.06,0.0,0.0,0.0,2,18.8,20.21,
Beirut,26.58,4.7,0.91,1081.59,2,15.61,6.5,1186.7
Beirut,330.51,44.35,8.6,9782.45,2,17.06,7.18,1137.02
Beirut,197.4,105.09,20.37,25248.85,2,15.23,21.87,1239.65
Beirut,78.96,33.06,6.41,8106.04,0,12.21,9.3,1264.0
Beirut,29.43,0.0,0.0,0.0,2,15.82,24.83,
Beirut,194.46,55.39,10.76,12818.61,2,19.25,14.3,1191.73
Beirut,188.87,57.53,11.17,13063.49,2,16.36,18.7,1169.33
Beirut,491.66,110.72,21.48,27687.65,0,19.53,19.99,1289.0
Beirut,86.29,21.09,4.09,4962.08,2,12.39,19.88,1212.88
Beirut,209.68,62.63,12.15,14987.47,2,16.18,15.12,1233.45
Beirut,316.98,58.16,11.28,14383.34,2,18.32,19.71,1274.76
Beirut,276.39,42.39,8.22,9820.77,2,16.14,28.81,1194.23
Beirut,197.12,56.02,10.87,13724.33,2,19.42,22.27,1262.94
Beirut,27.67,0.0,0.0,0.0,2,14.28,7.88,
Beirut,350.4,92.41,17.93,23376.73,2,9.48,25.81,1304.0
Beirut,154.2,33.42,6.48,7480.6,2,18.91,19.41,1153.74
Beirut,52.22,13.95,2.71,3528.55,2,9.53,1.82,1304.0
Beirut,163.96,49.06,9.53,11565.8,2,16.18,25.21,1213.97
Beirut,28.55,11.6,2.25,2934.79,2,5.24,5.91,1304.0
Beirut,145.01,52.44,10.16,13251.66,2,6.08,16.55,1304.0
Beirut,29.22,8.78,1.7,2221.98,2,7.82,8.47,1304.0
Beirut,212.46,51.58,10.01,12749.11,0,19.51,16.75,1274.09
Beirut,34.11,5.0,0.97,1091.64,2,19.4,0.18,1123.31
Beirut,196.09,84.06,16.31,21266.41,0,7.5,12.76,1304.0
Beirut,156.39,3.91,0.76,917.01,2,16.92,8.76,1209.4
Beirut,95.13,31.82,6.17,7141.7,2,13.97,45.02,1156.84
Beirut,349.54,48.23,9.36,12061.82,2,19.09,18.94,1289.0
Beirut,112.56,55.86,10.84,14130.45,2,5.06,36.29,1304.0
Beirut,16.5,0.0,0.0,0.0,2,18.09,18.28,
Beirut,15.33,4.39,0.85,1109.86,2,7.39,20.8,1304.0
Beirut,61.39,5.44,1.06,1257.77,2,19.31,17.99,1191.12
Beirut,18.16,0.0,0.0,0.0,2,16.87,2.0,
Beirut,46.77,1.54,0.3,379.91,2,15.3,13.38,1270.25
Beirut,9.9,0.0,0.0,0.0,2,16.71,13.98,
Beirut,17.45,5.45,1.06,1362.6,2,14.75,0.89,1289.0
Beirut,98.64,29.66,5.75,7407.13,2,16.93,27.1,1287.5
Beirut,10.35,2.85,0.55,610.93,2,18.24,25.39,1105.0
Beirut,22.3,4.32,0.84,894.74,2,22.18,3.88,1068.0
Beirut,12.6,4.27,0.83,1009.41,2,16.28,32.26,1217.21
Beirut,31.61,13.73,2.67,3477.37,2,2.23,0.0,1304.0
Beirut,181.44,66.87,12.97,15116.73,3,15.29,31.86,1165.28
Beirut,147.07,18.21,3.53,4452.65,2,19.74,26.13,1260.1
Beirut,85.26,32.67,6.34,7016.17,2,18.53,10.52,1107.0
Beirut,57.47,10.55,2.05,2404.46,2,17.11,33.66,1174.68
Beirut,82.95,13.22,2.57,3247.96,2,18.5,7.94,1266.25
Beirut,201.32,5.44,1.05,1194.13,2,19.12,39.08,1132.01
Beirut,83.83,25.94,5.03,6042.59,2,18.8,8.69,1200.75
Beirut,99.52,3.88,0.75,959.23,2,15.03,32.6,1274.47
Beirut,296.74,63.18,12.26,15783.88,0,19.28,15.56,1287.83
Beirut,86.49,0.0,0.0,0.0,2,20.55,32.77,
Beirut,54.88,0.0,0.0,0.0,2,11.28,8.39,
Beirut,53.07,11.8,2.29,2756.69,2,16.35,27.33,1204.25
Beirut,48.17,20.31,3.94,4665.64,2,18.24,36.25,1183.9
Beirut,270.24,74.93,14.52,16894.52,2,19.56,35.34,1163.39
Beirut,165.55,56.12,10.89,12355.8,2,19.13,45.61,1134.96
Beirut,363.76,157.03,30.46,34540.07,2,15.56,34.37,1133.78
Beirut,638.32,255.92,49.65,57774.54,2,19.71,35.78,1163.69
Beirut,652.7,6.56,1.27,1577.4,2,18.79,36.57,1239.0
Beirut,171.65,25.06,4.86,6019.94,2,14.01,38.31,1238.1
Beirut,91.09,16.92,3.28,3980.82,2,17.59,42.38,1213.04
Beirut,224.21,8.74,1.7,2035.63,2,16.45,11.11,1200.08
Beirut,30.95,0.0,0.0,0.0,2,17.28,31.85,
Beirut,75.82,1.69,0.33,385.7,2,14.27,38.22,1178.16
Beirut,240.68,109.29,21.2,27648.17,2,3.77,10.52,1304.0
Beirut,77.65,23.68,4.59,5090.05,2,17.77,39.85,1108.0
Beirut,61.52,8.09,1.57,1739.63,2,13.34,16.93,1108.0
Beirut,204.88,60.38,11.71,13882.0,2,11.22,13.22,1185.18
Beirut,85.55,0.0,0.0,0.0,2,16.32,16.23,
